state,rainfall_24h_mm,rain_3d_mm,rain_7d_mm,slope_deg,historical_incidents_90d,nearest_river,river_danger_level_m,river_danger_level_is_official,present_river_level_m,river_level_ratio,blocked,month
Arunachal Pradesh,70.44517,256.8489075,300.6792919,24.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,102.85,0.973,0,7
Nagaland,0.11668076,52.58300462,127.5031353,17.7,1,Dhansiri,40,FALSE,37.44,0.936,1,7
Meghalaya,93.57142,390.1276779,469.7245038,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,37.21,1.3,1,7
Manipur,18.262625,29.41105938,31.8846232,14.1,0,Imphal River,8,FALSE,4.9,0.612,0,6
Mizoram,3.1559606,41.55590868,127.6112094,22.2,1,Tlawng,9,FALSE,6.6,0.733,0,6
Meghalaya,2.2100477,3.773848176,312.8373972,17.7,1,Brahmaputra (Goalpara gauge),36.27,TRUE,32.72,0.902,1,8
Meghalaya,2.3429227,24.14795375,52.27622962,24.7,2,Brahmaputra (Goalpara gauge),36.27,TRUE,26.51,0.731,1,7
Arunachal Pradesh,83.31277,184.7097054,293.3646841,30.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,103.27,0.977,1,6
Arunachal Pradesh,14.112563,39.48613262,57.52608633,22.5,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,119.02,1.126,1,7
Nagaland,5.9842267,32.76374102,91.74304056,13.8,0,Dhansiri,40,FALSE,40.32,1.008,1,8
Mizoram,65.07616,119.2924738,156.354773,22.1,2,Tlawng,9,FALSE,6.48,0.72,1,8
Assam,12.355299,17.24810696,52.80395854,8.3,1,Brahmaputra (Goalpara gauge),36.27,TRUE,18.06,0.498,1,7
Sikkim,51.46138,68.37737593,115.9594664,33.6,1,Teesta,15,FALSE,8.62,0.575,1,6
Nagaland,53.28318,188.7942533,228.0722587,16.9,0,Dikrong,14,FALSE,11.79,0.842,1,7
Mizoram,1.0798306,20.28634262,100.1401272,25,0,Tlawng,9,FALSE,8.39,0.932,0,8
Meghalaya,11.552217,85.04688358,355.4986753,18.8,2,Brahmaputra (Guwahati gauge),49.68,TRUE,47.74,0.961,1,7
Assam,122.07268,155.8245516,194.3464789,5.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,119.12,1.127,1,6
Assam,1.1987556,256.1198066,400.36523,7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,27.88,0.974,0,7
Meghalaya,55.656265,134.5637779,137.4654169,20.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,51.72,1.041,0,6
Manipur,86.35431,212.0439224,221.6429339,10.7,0,Imphal River,8,FALSE,5.48,0.685,1,5
Arunachal Pradesh,36.813824,39.50496197,51.21141273,9.4,0,Dikrong,14,FALSE,7.95,0.568,0,7
Meghalaya,0,5.470223308,9.754062891,20.4,1,Barak,20.5,FALSE,4.82,0.235,0,10
Mizoram,14.856945,28.47079146,109.7414643,25.4,3,Tlawng,9,FALSE,9.06,1.007,0,6
Arunachal Pradesh,3.688021,4.78761059,26.52999645,18.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,61.31,0.58,0,6
Assam,0,0,13.61103344,4.3,1,Brahmaputra (Tezpur gauge),65.23,TRUE,55.9,0.857,0,9
Nagaland,77.299034,154.0052547,191.4096245,13.7,0,Dhansiri,40,FALSE,28.72,0.718,1,5
Nagaland,3.403034,17.47408271,48.38201511,16.7,2,Brahmaputra (Tezpur gauge),65.23,TRUE,64.45,0.988,0,6
Nagaland,0,0.357717603,1.74936986,17.8,0,Subansiri,42,FALSE,12.14,0.289,0,10
Manipur,0,1.42255187,1.42255187,17.5,0,Kopili,30,FALSE,10.59,0.353,1,2
Meghalaya,0,0,0,23.4,0,Barak,20.5,FALSE,7.26,0.354,1,2
Mizoram,16.004866,104.6105938,401.5424156,21.4,0,Tlawng,9,FALSE,7.7,0.856,1,6
Mizoram,0,0,0,25.9,0,Barak,20.5,FALSE,8.75,0.427,1,12
Tripura,0,0,0,12.6,1,Gomti,12,FALSE,4.52,0.377,1,2
Tripura,157.6122,204.6408732,211.9138865,12.8,1,Gomti,12,FALSE,8.5,0.708,0,5
Meghalaya,124.92828,130.1667819,168.6753742,23.5,1,Barak,20.5,FALSE,11.97,0.584,1,5
Nagaland,1.9603728,15.24846661,153.1165916,13.3,0,Doyang,18,FALSE,21.94,1.219,1,9
Meghalaya,66.89415,251.5776138,407.0270133,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,29.62,1.035,1,6
Meghalaya,5.9074054,21.29130459,55.71120632,25.6,0,Brahmaputra (Guwahati gauge),49.68,TRUE,26.08,0.525,0,8
Sikkim,5.385088,66.36715698,177.7392769,28.8,0,Teesta,15,FALSE,12.5,0.833,1,6
Mizoram,0,0,0,17.7,1,Tlawng,9,FALSE,4.25,0.472,1,1
Manipur,0,0,0,23.5,0,Barak,20.5,FALSE,11.36,0.554,1,2
Arunachal Pradesh,0,0,0,29.4,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,46.51,0.44,0,1
Arunachal Pradesh,115.26568,169.9051981,211.8241563,29.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,99.78,0.944,1,6
Arunachal Pradesh,9.458407,15.35997653,32.82885122,15.3,1,Dikrong,14,FALSE,15.54,1.11,1,9
Sikkim,34.921917,76.78626251,118.4678974,28,1,Teesta,15,FALSE,11.7,0.78,0,8
Manipur,0.61826986,23.46196491,156.7370217,17.5,1,Imphal River,8,FALSE,6.31,0.789,0,6
Meghalaya,121.03132,253.0095978,316.9476331,15.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,27.27,0.953,1,6
Tripura,16.09509,45.40489864,49.60159099,12.6,1,Gomti,12,FALSE,8.56,0.713,1,9
Assam,3.20123,6.849389911,22.38146029,8.7,1,Manas,33,FALSE,12.34,0.374,1,4
Arunachal Pradesh,5.719609,27.00350142,43.69363952,33.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,34.14,0.323,1,4
Arunachal Pradesh,0,0.178941533,119.4932631,24.5,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,53.06,0.502,0,4
Mizoram,3.7979953,11.85743707,79.8932752,17.7,1,Tlawng,9,FALSE,6.25,0.694,0,7
Mizoram,77.851204,114.8169842,148.543119,23.4,0,Tlawng,9,FALSE,5.89,0.654,0,6
Manipur,21.188148,32.80553958,72.92930576,9,0,Doyang,18,FALSE,17.44,0.969,1,7
Nagaland,0,0,0,15.1,2,Brahmaputra (Neamatighat gauge),85.05,TRUE,43.29,0.509,0,10
Meghalaya,59.143623,94.91240978,482.5291128,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,29.79,1.041,1,6
Arunachal Pradesh,0,0,2.34128963,25.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,37.52,0.355,0,3
Tripura,0,21.13860857,65.40346086,17.3,0,Khowai,10,FALSE,4.47,0.447,1,5
Nagaland,0,2.967008308,84.84572192,21.7,0,Dhansiri,40,FALSE,51,1.275,0,7
Arunachal Pradesh,0,13.11007261,29.38467449,29.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,98.2,0.929,0,3
Arunachal Pradesh,0,19.06631362,54.19098175,27.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,97.77,0.925,1,6
Sikkim,64.76687,74.45191193,99.30786037,25.7,0,Teesta,15,FALSE,10.48,0.699,1,9
Mizoram,4.081958,30.0056746,260.4755194,20.2,1,Tlawng,9,FALSE,8.94,0.993,1,6
Meghalaya,0,0,0,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,11.88,0.415,1,12
Meghalaya,111.088875,205.9133186,227.6602225,21.9,1,Brahmaputra (Guwahati gauge),49.68,TRUE,39.64,0.798,1,5
Nagaland,59.61069,107.7642593,212.8996856,11.2,0,Doyang,18,FALSE,15.62,0.868,1,8
Tripura,20.738539,65.09727526,200.6803994,17.3,0,Khowai,10,FALSE,11.2,1.12,0,7
Meghalaya,116.135506,212.3962193,638.5072346,21.6,0,Brahmaputra (Goalpara gauge),36.27,TRUE,37.07,1.022,1,8
Meghalaya,52.372066,75.07224321,191.3089404,15.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,20.18,0.705,1,8
Meghalaya,44.952515,65.95122433,85.53147885,20.6,0,Brahmaputra (Dhubri gauge),28.62,TRUE,16.06,0.561,0,7
Sikkim,50.31623,81.91529131,156.2715287,28.8,0,Teesta,15,FALSE,8.26,0.551,0,8
Arunachal Pradesh,82.48245,172.8339539,351.4597893,29.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,116.8,1.105,1,7
Arunachal Pradesh,0,0,10.81111145,31.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,27.27,0.258,0,12
Sikkim,5.7577605,43.59459066,147.4858556,33.4,1,Teesta,15,FALSE,12.5,0.833,0,6
Manipur,0.29532436,9.03268984,20.53487805,8.4,2,Imphal River,8,FALSE,3.13,0.391,0,4
Arunachal Pradesh,0,6.469890594,162.5442104,26.1,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,85.93,0.813,1,9
Tripura,0,0,0,13.7,0,Gomti,12,FALSE,3.94,0.328,1,4
Assam,0,0,0,5.4,1,Brahmaputra (Guwahati gauge),49.68,TRUE,16.15,0.325,1,4
Sikkim,18.8943,53.22417698,56.08358417,34.9,3,Teesta,15,FALSE,10.66,0.711,0,6
Tripura,77.19408,112.7033238,178.7245138,15.2,0,Tlawng,9,FALSE,7.52,0.835,1,8
Tripura,80.89564,241.2366199,253.5251703,18,1,Gomti,12,FALSE,10.19,0.849,0,8
Manipur,0,0.994890749,0.994890749,18.6,1,Imphal River,8,FALSE,3.5,0.438,0,1
Nagaland,3.4477396,31.68473721,40.36811586,11.2,0,Doyang,18,FALSE,18.95,1.053,1,7
Nagaland,4.061256,97.76313925,118.4836801,11.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,53.7,0.508,0,6
Nagaland,2.1353567,37.66345149,164.3638656,20.1,1,Dhansiri,40,FALSE,32.92,0.823,0,7
Meghalaya,0,0.118438926,26.40193888,20.7,1,Barak,20.5,FALSE,8.84,0.431,1,12
Assam,127.77964,154.8184638,189.4081745,5.4,0,Dikrong,14,FALSE,11.59,0.828,1,7
Mizoram,9.063034,24.90238523,135.3381886,17.7,1,Tlawng,9,FALSE,8.01,0.89,1,8
Arunachal Pradesh,1.1798463,63.09455538,118.8224874,27.4,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,110.14,1.042,1,9
Tripura,23.898407,118.0125408,227.7456716,14.9,0,Gomti,12,FALSE,12.54,1.045,1,8
Arunachal Pradesh,161.53268,181.1316619,232.3892541,23,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,95.24,0.901,1,6
Meghalaya,0,0,0,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,21.01,0.423,0,1
Assam,2.1798956,13.5674938,13.5674938,10.2,0,Manas,33,FALSE,12.11,0.367,0,3
Tripura,0,12.84305191,43.84998226,20.2,1,Gomti,12,FALSE,4.46,0.372,1,10
Manipur,0.12704076,24.05621131,30.23032685,6.7,0,Doyang,18,FALSE,8.32,0.462,1,2
Manipur,4.3509603,12.66735244,29.84419441,17.1,2,Imphal River,8,FALSE,3.38,0.422,1,10
Meghalaya,13.06381,41.58750439,60.80158615,24.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,32.64,0.657,1,7
Tripura,23.382004,210.2812881,412.9588299,12.8,1,Gomti,12,FALSE,11.21,0.934,0,8
Mizoram,0,0,0,23.1,0,Tlawng,9,FALSE,7.25,0.806,0,2
Manipur,0,0,7.720905066,20.7,2,Barak,20.5,FALSE,10.21,0.498,1,11
Arunachal Pradesh,1.8836513,13.67869088,80.93663272,9.4,0,Dikrong,14,FALSE,15.36,1.097,1,8
Arunachal Pradesh,0.107657045,34.81219444,206.891543,33.6,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,94.92,0.898,0,8
Tripura,22.711302,35.19884229,61.04697764,17.3,0,Khowai,10,FALSE,3.55,0.355,1,10
Arunachal Pradesh,0,0,0,18.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,43.02,0.407,0,1
Arunachal Pradesh,0,9.329727888,41.07919645,28.8,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,32.45,0.307,1,5
Mizoram,2.5661926,14.23380756,49.60000062,24.8,0,Tlawng,9,FALSE,6.22,0.691,1,6
Meghalaya,0,0,0,18.8,0,Brahmaputra (Guwahati gauge),49.68,TRUE,26.03,0.524,1,4
Nagaland,0,10.90645552,22.44279638,13,1,Doyang,18,FALSE,7.24,0.402,0,4
Arunachal Pradesh,4.9898252,11.20605183,11.20605183,21.4,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,45.45,0.43,1,3
Meghalaya,171.24,447.059906,1112.029984,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,59.12,1.19,1,6
Meghalaya,204.66284,681.5192337,686.4408381,18.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,50.08,1.008,1,5
Arunachal Pradesh,84.887535,108.7594356,186.89206,27.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,63.84,0.604,1,3
Assam,1.0256491,6.052733183,17.4487336,4.3,0,Brahmaputra (Tezpur gauge),65.23,TRUE,23.09,0.354,0,4
Sikkim,4.316926,33.48276043,58.18739351,31,1,Teesta,15,FALSE,11.96,0.797,1,8
Manipur,57.874557,76.55145597,120.0730968,19.2,0,Imphal River,8,FALSE,5.85,0.731,1,7
Meghalaya,90.107025,118.9300961,166.1823192,14.7,0,Brahmaputra (Dhubri gauge),28.62,TRUE,22.01,0.769,0,9
Tripura,0,0,0,20.2,1,Gomti,12,FALSE,4.44,0.37,1,12
Sikkim,60.452873,88.91150904,156.3669953,31.9,1,Teesta,15,FALSE,12.38,0.825,1,7
Arunachal Pradesh,5.7402606,5.740260601,50.33571577,25.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,61.2,0.579,0,7
Arunachal Pradesh,105.87777,162.0351546,192.5127705,23.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,62.36,0.59,1,5
Mizoram,6.8710833,15.66624951,39.71426511,23.3,0,Tlawng,9,FALSE,7.06,0.785,1,6
Assam,105.70596,135.3753777,135.3753777,7.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,58.77,0.556,1,5
Assam,0,0,0,4.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,22.06,0.444,0,3
Arunachal Pradesh,5.285541,15.08284998,68.08509183,16.5,1,Dikrong,14,FALSE,7.84,0.56,1,9
Mizoram,52.798786,52.79878616,53.77355888,24.2,1,Tlawng,9,FALSE,3.39,0.377,0,5
Sikkim,214.84843,303.2035656,316.8579082,33.6,1,Teesta,15,FALSE,14.74,0.983,1,9
Mizoram,4.5454106,4.545410633,58.6357255,17.7,1,Tlawng,9,FALSE,7,0.778,1,10
Assam,32.971775,43.29926217,63.4501276,6.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,52.36,1.054,1,6
Nagaland,0,13.22022146,25.87794107,11.2,0,Doyang,18,FALSE,4.72,0.262,0,4
Meghalaya,0.5352168,25.80797082,456.5023907,19.7,0,Brahmaputra (Goalpara gauge),36.27,TRUE,37.54,1.035,0,6
Meghalaya,0,0.126835227,0.126835227,17.1,1,Manas,33,FALSE,16.6,0.503,0,11
Nagaland,114.47425,179.4570465,239.0709857,16.9,0,Dikrong,14,FALSE,12.78,0.913,1,7
Sikkim,0,1.831989706,14.58155161,33.6,1,Teesta,15,FALSE,9.52,0.635,0,9
Arunachal Pradesh,0,0,2.592158318,9.4,0,Dikrong,14,FALSE,5.36,0.383,1,12
Sikkim,0,0,0,24.1,0,Teesta,15,FALSE,5.04,0.336,0,10
Arunachal Pradesh,0,1.413425803,48.93123043,24.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,106.97,1.012,1,8
Arunachal Pradesh,97.31252,199.2168465,430.7805042,18.4,2,Subansiri,42,FALSE,45.02,1.072,1,7
Nagaland,0,0,0,19.3,0,Doyang,18,FALSE,5.49,0.305,0,1
Meghalaya,101.47739,126.1140013,195.8828616,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,21.15,0.739,0,7
Meghalaya,0,0,6.947283953,19.2,1,Kopili,30,FALSE,11.76,0.392,1,4
Assam,9.102112,62.8983078,220.8018026,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,18.37,0.642,0,7
Assam,2.181892,15.78449059,19.39751077,3.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,89.32,0.845,0,7
Arunachal Pradesh,0,0,0,17.1,2,Brahmaputra (Tezpur gauge),65.23,TRUE,24.92,0.382,1,2
Arunachal Pradesh,0,0,0,30.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,41.75,0.395,0,11
Tripura,0,15.62565646,24.05899861,20.2,1,Gomti,12,FALSE,10.07,0.839,1,8
Meghalaya,50.953297,137.2362556,170.1603589,14.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,16.94,0.592,1,8
Tripura,183.49516,200.0929585,231.5995083,17.3,0,Khowai,10,FALSE,7.51,0.751,1,5
Arunachal Pradesh,56.769196,57.0737327,57.0737327,29.7,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,59.93,0.567,1,6
Assam,177.65637,451.5178223,758.3026886,6.7,0,Manas,33,FALSE,38.97,1.181,1,6
Nagaland,64.66713,72.22578931,72.22578931,16.9,0,Dikrong,14,FALSE,8.89,0.635,1,3
Meghalaya,145.62949,271.4301834,291.4431183,15.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,26.79,0.936,0,9
Meghalaya,60.118164,69.34948921,109.8393161,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,36.22,0.729,1,7
Tripura,33.441853,143.6773109,213.288168,12.8,1,Gomti,12,FALSE,9.88,0.823,1,6
Sikkim,0,1.012730598,33.14936823,34.9,3,Teesta,15,FALSE,8.42,0.561,0,6
Tripura,10.483817,33.82394123,186.3626022,20.2,1,Gomti,12,FALSE,10.92,0.91,1,7
Manipur,54.04653,87.17110491,165.9088073,8.4,2,Imphal River,8,FALSE,5.41,0.676,0,7
Manipur,5.6206036,13.13453889,125.6774313,13.2,1,Doyang,18,FALSE,10.35,0.575,1,9
Assam,7.023202,26.69348001,231.6015115,3.9,1,Dikrong,14,FALSE,13.8,0.986,1,6
Assam,62.515156,88.30488586,95.93109772,5.7,1,Manas,33,FALSE,20,0.606,1,7
Arunachal Pradesh,0,0,0,31.5,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,51.79,0.49,1,2
Sikkim,31.986061,189.5973282,373.913599,25.5,2,Teesta,15,FALSE,12.96,0.864,1,6
Assam,0.13394526,0.133945256,0.133945256,6.8,0,Brahmaputra (Tezpur gauge),65.23,TRUE,55.84,0.856,1,12
Manipur,0,0,6.455465794,15,1,Barak,20.5,FALSE,19.62,0.957,1,6
Meghalaya,8.48607,10.79561228,12.85448116,18.3,0,Brahmaputra (Dhubri gauge),28.62,TRUE,14.77,0.516,1,4
Meghalaya,369.49716,675.127533,755.9859891,24.2,0,Brahmaputra (Goalpara gauge),36.27,TRUE,37.25,1.027,1,5
Meghalaya,61.022697,91.05321252,138.4033749,21.7,2,Barak,20.5,FALSE,12.81,0.625,1,7
Mizoram,1.6581371,1.658137083,1.658137083,21.6,1,Tlawng,9,FALSE,6.84,0.76,0,5
Sikkim,52.056778,55.64816213,91.82919979,24.1,0,Teesta,15,FALSE,5.67,0.378,1,10
Arunachal Pradesh,0,0,0.022185845,20.2,0,Brahmaputra (Tezpur gauge),65.23,TRUE,52.97,0.812,0,1
Mizoram,77.215805,254.8046036,357.7030373,25.4,3,Tlawng,9,FALSE,8.9,0.989,1,6
Sikkim,109.10046,117.2192538,123.4105918,25.7,0,Teesta,15,FALSE,11.64,0.776,1,8
Meghalaya,5.0123343,15.57678914,63.5836165,16.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,21.46,0.432,1,5
Sikkim,2.893158,30.25562859,73.95155859,31,1,Teesta,15,FALSE,4.1,0.273,0,5
Nagaland,13.253648,58.44024658,92.86535013,13,0,Doyang,18,FALSE,14.89,0.827,0,8
Manipur,0,0,0,20.7,2,Barak,20.5,FALSE,13.24,0.646,1,10
Manipur,12.926903,15.44952118,55.16285777,15.3,0,Imphal River,8,FALSE,4.49,0.561,1,7
Manipur,1.1094289,10.54140091,10.54140091,19.2,0,Tlawng,9,FALSE,9.13,1.014,1,9
Manipur,57.389317,119.4194298,283.8288479,20.6,2,Barak,20.5,FALSE,18.31,0.893,0,6
Manipur,0.5301212,0.55934165,0.588562094,20.7,2,Barak,20.5,FALSE,6.85,0.334,1,5
Manipur,7.4846697,34.75188637,69.69991493,9.7,0,Doyang,18,FALSE,8.6,0.478,1,6
Meghalaya,110.38683,402.4917908,698.5534096,15.9,1,Brahmaputra (Dhubri gauge),28.62,TRUE,31,1.083,1,6
Assam,0,0,0,6.3,0,Kopili,30,FALSE,12.24,0.408,0,10
Nagaland,0,0,0,13.7,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,40.14,0.472,0,1
Arunachal Pradesh,1.0488007,3.434523284,7.516274899,29.4,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,42.39,0.401,1,2
Assam,50.527203,106.600769,143.5308738,4.2,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,59.51,0.563,1,8
Assam,0,0,0,10.2,0,Manas,33,FALSE,13.3,0.403,0,3
Meghalaya,220.8221,611.3924103,1030.194153,21.6,0,Brahmaputra (Goalpara gauge),36.27,TRUE,41.89,1.155,1,7
Mizoram,0,0,0,22.9,1,Tlawng,9,FALSE,7.42,0.824,0,2
Assam,1.195354,18.04065484,44.92727274,1.3,0,Brahmaputra (Tezpur gauge),65.23,TRUE,21.59,0.331,0,3
Tripura,2.883411,20.59705257,37.81667233,13.3,2,Khowai,10,FALSE,5.82,0.582,1,7
Assam,3.7272444,38.85024261,88.81075907,6.3,1,Brahmaputra (Goalpara gauge),36.27,TRUE,21.36,0.589,1,8
Assam,0,0,0,5.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,47.04,0.445,1,10
Mizoram,59.15326,69.10005093,159.2874384,20.7,0,Tlawng,9,FALSE,5.07,0.563,0,5
Meghalaya,4.3615923,14.88493443,14.99912617,20.5,1,Brahmaputra (Guwahati gauge),49.68,TRUE,23.2,0.467,1,9
Mizoram,0.038675446,0.038675446,0.038675446,19.7,0,Barak,20.5,FALSE,17.32,0.845,1,4
Meghalaya,0,1.177391171,1.394051358,19.1,1,Barak,20.5,FALSE,9.18,0.448,1,3
Assam,87.85756,124.2394657,169.9344605,1.8,1,Dikrong,14,FALSE,11.23,0.802,1,8
Arunachal Pradesh,0,0,0.542297721,30.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,40.91,0.387,1,1
Assam,64.13596,75.30039096,95.6251893,10.2,0,Manas,33,FALSE,24.16,0.732,1,7
Assam,0,7.935581505,46.10462707,10.2,0,Manas,33,FALSE,15.71,0.476,0,10
Nagaland,0,0,0,17.7,1,Dhansiri,40,FALSE,13.68,0.342,0,1
Sikkim,35.58606,37.24714708,57.04688215,29.8,2,Teesta,15,FALSE,9.75,0.65,0,9
Meghalaya,72.199356,300.561821,375.2085377,17.7,1,Brahmaputra (Goalpara gauge),36.27,TRUE,32.24,0.889,0,7
Sikkim,28.791485,74.59403992,144.9950464,29.2,0,Teesta,15,FALSE,14.86,0.991,0,8
Assam,11.992653,28.77284199,52.96809012,6.7,0,Kopili,30,FALSE,13.92,0.464,1,6
Nagaland,3.106226,33.17526817,162.1085501,13.7,0,Dhansiri,40,FALSE,33.36,0.834,1,6
Arunachal Pradesh,29.656374,92.77624702,149.9184561,26.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,111.41,1.054,1,8
Assam,8.773471,51.89210272,72.98837352,6.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,16.37,0.572,1,7
Arunachal Pradesh,0.6273899,104.7132788,202.7083695,23.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,88.37,0.836,1,7
Meghalaya,0.57272667,0.572726667,0.572726667,23.5,1,Barak,20.5,FALSE,5.76,0.281,0,1
Arunachal Pradesh,115.15215,253.7673378,555.4131241,31.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,123.03,1.164,1,7
Arunachal Pradesh,0,0,11.07951236,34,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,70.61,0.668,1,10
Manipur,0.5877859,5.91315335,16.58837718,8.4,2,Imphal River,8,FALSE,7.55,0.944,0,4
Mizoram,0,0,0,25,1,Tlawng,9,FALSE,4.38,0.487,1,1
Assam,56.079014,163.3463974,199.9677993,5.4,1,Brahmaputra (Guwahati gauge),49.68,TRUE,39.84,0.802,1,6
Assam,0,0,0,6.3,0,Kopili,30,FALSE,11.01,0.367,0,11
Arunachal Pradesh,0,0,0.022169694,25.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,29.7,0.281,0,10
Mizoram,30.6264,34.2510798,141.4901662,22.2,1,Tlawng,9,FALSE,9.4,1.045,1,6
Arunachal Pradesh,53.989513,80.55325413,156.9960171,33.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,85.09,0.805,1,8
Arunachal Pradesh,0,0,0.193354651,17.5,0,Subansiri,42,FALSE,21.55,0.513,0,12
Assam,92.83027,141.7800827,152.8964922,4.4,1,Brahmaputra (Tezpur gauge),65.23,TRUE,54.34,0.833,1,8
Sikkim,63.40357,129.9128675,249.4958115,29.8,2,Teesta,15,FALSE,13.3,0.887,1,7
Arunachal Pradesh,1.1963823,5.814680815,83.74299312,21.4,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,55.6,0.526,0,5
Assam,0,4.153940678,6.344306469,5.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,43.13,0.408,1,3
Assam,13.12935,14.06030995,14.06030995,4.7,0,Subansiri,42,FALSE,14.78,0.352,0,3
Meghalaya,33.036564,76.48986244,108.7903312,18.8,2,Brahmaputra (Guwahati gauge),49.68,TRUE,32.14,0.647,1,6
Nagaland,1.2049836,42.94389045,45.15858567,20.1,1,Dhansiri,40,FALSE,17.8,0.445,1,3
Nagaland,59.877327,112.0825729,180.15681,18.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,48.41,0.458,1,3
Arunachal Pradesh,4.7614474,12.79534268,16.56798387,17.1,2,Brahmaputra (Tezpur gauge),65.23,TRUE,31.44,0.482,0,6
Nagaland,51.323883,51.32388306,59.72346783,18,1,Dhansiri,40,FALSE,16.48,0.412,0,4
Assam,90.35475,161.7657681,242.7197151,5.4,0,Manas,33,FALSE,31.78,0.963,1,8
Sikkim,4.992987,208.6652312,333.8140688,33.6,1,Teesta,15,FALSE,14.6,0.973,1,8
Assam,0,1.15140748,1.15140748,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,23.81,0.832,1,2
Manipur,0,0,1.297525138,12.6,1,Imphal River,8,FALSE,6.84,0.855,0,3
Arunachal Pradesh,0.45355868,13.74012303,13.90077667,23.1,1,Subansiri,42,FALSE,34.31,0.817,1,2
Assam,52.96597,93.91772413,126.0909534,7.7,3,Barak,20.5,FALSE,23.04,1.124,1,7
Sikkim,0,0,0,33.4,1,Teesta,15,FALSE,5.64,0.376,1,12
Meghalaya,12.180855,110.1615295,311.5379391,24.7,2,Brahmaputra (Goalpara gauge),36.27,TRUE,29.2,0.805,0,7
Arunachal Pradesh,109.77733,397.1014633,479.0194179,25.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,123.35,1.167,1,7
